"Abbitt, W. H.",lcnaf,
"Abbot, Henry L. (Henry Larcom), 1831-1927.",lcnaf,
"Abbot, Waldo, 1888-",lcnaf,http://id.loc.gov/authorities/names/no97066767
"Abbot, Willis J. (Willis John), 1863-1934.",lcnaf,http://id.loc.gov/authorities/names/n89605398
"Abbott, Bud.",lcnaf,
"Abbott, Donald Putnam.",lcnaf,http://id.loc.gov/authorities/names/n81042314
"Abbott, Horatio J. (Horatio Johnson), 1876-1936",lcnaf,http://id.loc.gov/authorities/names/no2008182920
"Abbott, James.",lcnaf,
"Abbott, Leonard Dalton, 1878-1953.",lcnaf,http://id.loc.gov/authorities/names/n93027067
"Abbott, Nathan, 1854-1941.",lcnaf,http://id.loc.gov/authorities/names/n85248290
"Abbott, Sidney D., b. 1826.",lcnaf,
"Abdel-Massih, Ernest T.",lcnaf,http://id.loc.gov/authorities/names/n50034811
"Abel, Henry J., 1890-1953.",lcnaf,
"Abel, John Jacob, 1857-1938.",lcnaf,http://id.loc.gov/authorities/names/n82108754
"Aberbach, Joel D.",lcnaf,http://id.loc.gov/authorities/names/n81028152
"Abernethy, Alonzo, 1836-1915.",lcnaf,
"Abraham, Nabeel.",lcnaf,http://id.loc.gov/authorities/names/n82042224
"Abrams, Alan E.",lcnaf,http://id.loc.gov/authorities/names/n79036572
"Abrams, G. D. (Gerald David), 1932-",lcnaf,http://id.loc.gov/authorities/names/nr92042288
"Abu Ayn, Ziyad.",lcnaf,
"Acheson, Dean, 1893-1971.",lcnaf,http://id.loc.gov/authorities/names/n79043447
"Acheson, Phyllis.",lcnaf,
"Achilles, Theodore C. (Theodore Carter), 1905-1986",lcnaf,http://id.loc.gov/authorities/names/n90647223
"Ackley, Gardner.",lcnaf,http://id.loc.gov/authorities/names/n50036889
"Acton, Hugh.",lcnaf,
"Adam, John J., 1807-1888.",lcnaf,
"Adami, J. George (John George), 1862-1926.",lcnaf,http://id.loc.gov/authorities/names/n85801217
"Adamic, Louis, 1899-1951.",lcnaf,http://id.loc.gov/authorities/names/n50036829
"Adams, Adeline B.",lcnaf,
"Adams, Adeline Valentine Pond, d. 1948.",lcnaf,
"Adams, Bertha H. Wright.",lcnaf,
"Adams, Brooks, 1848-1927.",lcnaf,http://id.loc.gov/authorities/names/n50036834
"Adams, Charles C. (Charles Christopher), 1873-1955.",lcnaf,http://id.loc.gov/authorities/names/n87101285
"Adams, Charles Francis, 1835-1915.",lcnaf,http://id.loc.gov/authorities/names/n50036838
"Adams, Charles Francis, 1866-1954.",lcnaf,http://id.loc.gov/authorities/names/n94101860
"Adams, Charles G. (Charles Gilchrist), 1936-",lcnaf,
"Adams, Charles Kendall, 1835-1902.",lcnaf,http://id.loc.gov/authorities/names/n87145383
"Adams, Clark J., 1904-1981.",lcnaf,
"Adams, Donald Earl, 1912-",lcnaf,
"Adams, Edward Francis, 1839-1939.",lcnaf,
"Adams, Elizabeth S.",lcnaf,
"Adams, Elizabeth Sylvia Ann (Douglass), 1821-1905.",lcnaf,
"Adams, Ephraim Douglass, 1865-1930.",lcnaf,http://id.loc.gov/authorities/names/n92098170
"Adams, Ephraim, 1818-1907.",lcnaf,http://id.loc.gov/authorities/names/n88616373
"Adams, Evyn.",lcnaf,
