monteith.xml,/ead/archdesc/dsc/c01[5]/c02[2]/did/unittitle,"Miscellaneous notes, including First Annual Report of the University of Michigania November 16, 1818 and John Monteith's commission to the U.S. Christian Commission, May 17, 1864",46,move_and_calcify
lwvnwc.xml,/ead/archdesc/dsc/c01[1]/c02[3]/c03[2]/did/unittitle,"""This is Livonia,"" 1962, 1976 and ""Livonia 2000"" 1986",14,move_and_calcify
karpinski.xml,/ead/archdesc/dsc/c01[2]/c02[4]/did/unittitle,"Thaddeus Stevens March 6, 1841 (letter addressed to President William Henry Harrison), May 15, 1864, August 13, 1865, circa August 16, 1866, May 20, 1867, August 27, 1867, December 25, 1867",23,move_and_calcify
smithaw.xml,/ead/archdesc/dsc/c01[4]/c02/did/unittitle,"Portraits 1920s-1930s campus views, circa 1946 showing Chemistry Building and view of Rackham Building taken from South University; and snapshot of Monroe Street residence, 1949",19,move_and_calcify
medrecs.xml,/ead/archdesc/dsc/c01[2]/c02[7]/did/unittitle,"Hand-Pulled Cross-References, late 1940s to 1980s/early 1990s",50,move_and_calcify
winegarf.xml,/ead/archdesc/dsc/c01[6]/c02/c03[6]/did/unittitle,"Newspaper articles pertaining to 1952 graduates and local residents, 2000, 2001, 2006",48,move_and_calcify
panhellr.xml,/ead/archdesc/dsc/c01[6]/c02[2]/c03[6]/did/unittitle,"Sororities at Michigan / Sororities at the University of Michigan, 1942, 1968 1977/1978 1979/1980 and undated",26,move_and_calcify
personel.xml,/ead/archdesc/dsc/c01[8]/c02[5]/c03[1]/did/unittitle,"Comparisons with 1972 Survey, 1964, 1978-1980",14,move_and_calcify
umhosp.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[2]/did/unittitle,"Reports (include reports to the Board of Regents 1877-1878 and 1879-1880 committee reports on University Hospital, 1883, 1888 and 1891 and undated report of Abram Sager",11,move_and_calcify
wittedge.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[2]/c04[10]/did/unittitle,"10-Stalag Luft IV May 1944 image and diagram from Joseph O'Donnell, 1991",47,move_and_calcify
vpcfo.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[97]/c04[2]/did/unittitle,"Historical Documents 1927, 1930, 1962-1963 and 1966-1969 (except 1967)",35,move_and_calcify
bruckerw.xml,/ead/archdesc/dsc/c01[9]/c02[2]/c03[184]/did/unittitle,"September 13, 1960 Copy of Speech of John J, Pershing, September 12, 1924 used during Centennial Celebration",36,move_and_calcify
brighamg.xml,/ead/archdesc/dsc/c01[3]/c02[47]/did/unittitle,"Holt, John F. House. 250 Orchard Hills Drive, Ann Arbor. 1953. Lake Cottage. 1968",15,move_and_calcify
shengb.xml,/ead/archdesc/dsc/c01[14]/c02/c03[1]/c04[5]/c05[1]/did/unittitle,"H'un (Lacerations): In Memoriam 1966-1976 (1988), October 31, 1989",13,move_and_calcify
blanchjj.xml,/ead/archdesc/dsc/c01[15]/c02[1]/c03[20]/did/unittitle,"1990s, 2002 campaign",12,move_and_calcify
musicpub.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[3]/c04[3]/did/unittitle,"circa 1962, 1982-1983 regarding the Graduate Programs",20,move_and_calcify
musicpub.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[3]/c04[2]/did/unittitle,"1946, 1962-1977, 1994 regarding elementary, junior and high school music training",17,move_and_calcify
brookjac.xml,/ead/archdesc/dsc/c01[3]/c02[5]/did/unittitle,"Diary of Reverend Dirk Broek 1866 and list of letters written, 1899-1903",33,move_and_calcify
phisigso.xml,/ead/archdesc/dsc/c01/c02[3]/c03[5]/c04/did/unittitle,"Member Nos. 771-805 1940s; and Member Nos. 1859, 1871-1897, 1964",24,move_and_calcify
penncent.xml,/ead/archdesc/dsc/c01[4]/c02[5]/c03[1]/c04[7]/c05[1]/did/unittitle,"1916 (revised, 1927 and 1928)",11,move_and_calcify
